sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
s0001	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8896	s0001-04N8896-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8896/s04N8896_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8896/s04N8896_2.fq.gz	2143489.314	2130211.637
s0002	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8897	s0002-04N8897-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8897/s04N8897_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8897/s04N8897_2.fq.gz	710813.974	718731.534
s0003	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8899	s0003-04N8899-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8899/s04N8899_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8899/s04N8899_2.fq.gz	233215.592	223457.733
s0004	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8944	s0004-04N8944-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8944/s04N8944_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8944/s04N8944_2.fq.gz	183867.452	179529.366
s0005	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8945	s0005-04N8945-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8945/s04N8945_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8945/s04N8945_2.fq.gz	81706.389	79705.031
s0006	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8946	s0006-04N8946-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8946/s04N8946_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8946/s04N8946_2.fq.gz	144550.055	139953.935
s0007	1	Plate2	H5M7NDRX2	ILLUMINA	1	04N8950	s0007-04N8950-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/04N8950_S213_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/04N8950_S213_L001_R2_001.fastq.gz	347587.816	356906.113
s0007	2	Plate2	H5M7NDRX2	ILLUMINA	2	04N8950	s0007-04N8950-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/04N8950_S213_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/04N8950_S213_L002_R2_001.fastq.gz	340963.6	350433.926
s0008	1	Plate1	HY3LMDSX2	ILLUMINA	3	04N8955	s0008-04N8955-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8955/s04N8955_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s04N8955/s04N8955_2.fq.gz	253108.076	249589.979
s0009	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N51509	s0009-07N51509-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N51509/s07N51509_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N51509/s07N51509_2.fq.gz	318121.976	315294.347
s0010	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N54940	s0010-07N54940-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N54940/s07N54940_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N54940/s07N54940_2.fq.gz	23976.153	23276.444
s0011	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N54989	s0011-07N54989-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N54989/s07N54989_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N54989/s07N54989_2.fq.gz	138731.209	135301.341
s0012	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N55003	s0012-07N55003-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N55003/s07N55003_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N55003/s07N55003_2.fq.gz	185654.143	181364.633
s0013	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N64717	s0013-07N64717-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N64717/s07N64717_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N64717/s07N64717_2.fq.gz	401419.146	391015.135
s0014	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N65432	s0014-07N65432-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65432/s07N65432_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65432/s07N65432_2.fq.gz	70684.935	68777.849
s0015	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N65464	s0015-07N65464-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65464/s07N65464_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65464/s07N65464_2.fq.gz	516782.464	533864.229
s0016	1	Plate1	HY3LMDSX2	ILLUMINA	3	07N65471	s0016-07N65471-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65471/s07N65471_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s07N65471/s07N65471_2.fq.gz	728830.861	724069.568
s0017	1	Plate2	H5M7NDRX2	ILLUMINA	1	07N66005	s0017-07N66005-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/07N66005_S222_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/07N66005_S222_L001_R2_001.fastq.gz	420578.671	428492.196
s0017	2	Plate2	H5M7NDRX2	ILLUMINA	2	07N66005	s0017-07N66005-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/07N66005_S222_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/07N66005_S222_L002_R2_001.fastq.gz	413133.546	422339.102
s0018	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N0731	s0018-09N0731-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0731/s09N0731_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0731/s09N0731_2.fq.gz	138621.092	135222.265
s0019	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N0732	s0019-09N0732-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0732/s09N0732_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0732/s09N0732_2.fq.gz	495233.71	489191.697
s0020	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N0733	s0020-09N0733-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0733/s09N0733_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N0733/s09N0733_2.fq.gz	317987.283	308927.487
s0021	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9884	s0021-09N9884-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9884/s09N9884_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9884/s09N9884_2.fq.gz	127629.074	123191.608
s0022	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9885	s0022-09N9885-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9885/s09N9885_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9885/s09N9885_2.fq.gz	29749.335	29119.332
s0023	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9886	s0023-09N9886-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9886/s09N9886_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9886/s09N9886_2.fq.gz	403695.959	399851.722
s0024	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9887	s0024-09N9887-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9887/s09N9887_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9887/s09N9887_2.fq.gz	251708.796	247125.27
s0025	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9888	s0025-09N9888-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9888/s09N9888_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9888/s09N9888_2.fq.gz	71025.575	69077.319
s0026	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9894	s0026-09N9894-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9894/s09N9894_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9894/s09N9894_2.fq.gz	279664.601	278260.363
s0027	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9895	s0027-09N9895-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9895/s09N9895_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9895/s09N9895_2.fq.gz	47307.441	45986.346
s0028	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9896	s0028-09N9896-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9896/s09N9896_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9896/s09N9896_2.fq.gz	21547.435	21032.263
s0029	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9899	s0029-09N9899-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9899/s09N9899_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9899/s09N9899_2.fq.gz	735027.22	728007.119
s0030	1	Plate1	HY3LMDSX2	ILLUMINA	3	09N9900	s0030-09N9900-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9900/s09N9900_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s09N9900/s09N9900_2.fq.gz	71277.015	70466.974
s0031	1	Plate2	H5M7NDRX2	ILLUMINA	1	09N9903	s0031-09N9903-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9903_S214_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9903_S214_L001_R2_001.fastq.gz	383667.849	389537.59
s0031	2	Plate2	H5M7NDRX2	ILLUMINA	2	09N9903	s0031-09N9903-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9903_S214_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9903_S214_L002_R2_001.fastq.gz	374030.954	380258.01
s0032	1	Plate2	H5M7NDRX2	ILLUMINA	1	09N9904	s0032-09N9904-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9904_S215_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9904_S215_L001_R2_001.fastq.gz	477151.38	486365.159
s0032	2	Plate2	H5M7NDRX2	ILLUMINA	2	09N9904	s0032-09N9904-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9904_S215_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/09N9904_S215_L002_R2_001.fastq.gz	464034.304	473046.999
s0033	1	Plate1	HY3LMDSX2	ILLUMINA	3	1005ywar	s0033-1005ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1005ywar/s1005ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1005ywar/s1005ywar_2.fq.gz	1015132.58	1025291.126
s0034	1	Plate1	HY3LMDSX2	ILLUMINA	3	1008ywar	s0034-1008ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1008ywar/s1008ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1008ywar/s1008ywar_2.fq.gz	966632.22	1005764.287
s0035	1	Plate1	HY3LMDSX2	ILLUMINA	3	1013ywar	s0035-1013ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1013ywar/s1013ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1013ywar/s1013ywar_2.fq.gz	843785.605	883931.134
s0036	1	Plate1	HY3LMDSX2	ILLUMINA	3	1014ywar	s0036-1014ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1014ywar/s1014ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1014ywar/s1014ywar_2.fq.gz	977200.065	1015626.309
s0037	1	Plate1	HY3LMDSX2	ILLUMINA	3	1027ywar	s0037-1027ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1027ywar/s1027ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1027ywar/s1027ywar_2.fq.gz	1255381.817	1294964.595
s0038	1	Plate1	HY3LMDSX2	ILLUMINA	3	1029ywar	s0038-1029ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1029ywar/s1029ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1029ywar/s1029ywar_2.fq.gz	1287632.382	1293293.383
s0039	1	Plate1	HY3LMDSX2	ILLUMINA	3	1036ywar	s0039-1036ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1036ywar/s1036ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1036ywar/s1036ywar_2.fq.gz	1189315.107	1250474.527
s0040	1	Plate1	HY3LMDSX2	ILLUMINA	3	1039ywar	s0040-1039ywar-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1039ywar/s1039ywar_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s1039ywar/s1039ywar_2.fq.gz	1266362.606	1306239.41
s0041	1	Plate2	H5M7NDRX2	ILLUMINA	1	11012	s0041-11012-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11012_S31_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11012_S31_L001_R2_001.fastq.gz	216665.621	222372.67
s0041	2	Plate2	H5M7NDRX2	ILLUMINA	2	11012	s0041-11012-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11012_S31_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11012_S31_L002_R2_001.fastq.gz	211451.9	217428.555
s0042	1	Plate2	H5M7NDRX2	ILLUMINA	1	11013	s0042-11013-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11013_S32_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11013_S32_L001_R2_001.fastq.gz	353517.207	365362.933
s0042	2	Plate2	H5M7NDRX2	ILLUMINA	2	11013	s0042-11013-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11013_S32_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11013_S32_L002_R2_001.fastq.gz	344332.114	356774.977
s0043	1	Plate2	H5M7NDRX2	ILLUMINA	1	11014	s0043-11014-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11014_S33_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11014_S33_L001_R2_001.fastq.gz	37143.866	38765.586
s0043	2	Plate2	H5M7NDRX2	ILLUMINA	2	11014	s0043-11014-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11014_S33_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11014_S33_L002_R2_001.fastq.gz	36495.415	38222.422
s0044	1	Plate2	H5M7NDRX2	ILLUMINA	1	11018	s0044-11018-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11018_S34_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11018_S34_L001_R2_001.fastq.gz	53926.776	54214.877
s0044	2	Plate2	H5M7NDRX2	ILLUMINA	2	11018	s0044-11018-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11018_S34_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11018_S34_L002_R2_001.fastq.gz	52273.167	52583.52
s0045	1	Plate2	H5M7NDRX2	ILLUMINA	1	11031	s0045-11031-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11031_S35_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11031_S35_L001_R2_001.fastq.gz	185409.491	193931.515
s0045	2	Plate2	H5M7NDRX2	ILLUMINA	2	11031	s0045-11031-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11031_S35_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11031_S35_L002_R2_001.fastq.gz	183279.6	191999.237
s0046	1	Plate2	H5M7NDRX2	ILLUMINA	1	11033	s0046-11033-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11033_S36_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11033_S36_L001_R2_001.fastq.gz	30410.167	31688.966
s0046	2	Plate2	H5M7NDRX2	ILLUMINA	2	11033	s0046-11033-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11033_S36_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11033_S36_L002_R2_001.fastq.gz	29944.148	31236.725
s0047	1	Plate2	H5M7NDRX2	ILLUMINA	1	11034	s0047-11034-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11034_S37_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11034_S37_L001_R2_001.fastq.gz	389555.634	406116.54
s0047	2	Plate2	H5M7NDRX2	ILLUMINA	2	11034	s0047-11034-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11034_S37_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11034_S37_L002_R2_001.fastq.gz	383867.688	400875.079
s0048	1	Plate2	H5M7NDRX2	ILLUMINA	1	11035	s0048-11035-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11035_S38_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11035_S38_L001_R2_001.fastq.gz	333671.517	344346.612
s0048	2	Plate2	H5M7NDRX2	ILLUMINA	2	11035	s0048-11035-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11035_S38_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11035_S38_L002_R2_001.fastq.gz	328330.988	339349.683
s0049	1	Plate2	H5M7NDRX2	ILLUMINA	1	11036	s0049-11036-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11036_S39_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11036_S39_L001_R2_001.fastq.gz	51797.392	53548.453
s0049	2	Plate2	H5M7NDRX2	ILLUMINA	2	11036	s0049-11036-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11036_S39_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11036_S39_L002_R2_001.fastq.gz	50638.174	52464.461
s0050	1	Plate2	H5M7NDRX2	ILLUMINA	1	11046	s0050-11046-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11046_S1_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11046_S1_L001_R2_001.fastq.gz	89592.873	96164.606
s0050	2	Plate2	H5M7NDRX2	ILLUMINA	2	11046	s0050-11046-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11046_S1_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11046_S1_L002_R2_001.fastq.gz	91208.734	98018.022
s0051	1	Plate2	H5M7NDRX2	ILLUMINA	1	11047	s0051-11047-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11047_S2_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11047_S2_L001_R2_001.fastq.gz	78794.994	82871.803
s0051	2	Plate2	H5M7NDRX2	ILLUMINA	2	11047	s0051-11047-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11047_S2_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11047_S2_L002_R2_001.fastq.gz	79567.351	83860.722
s0052	1	Plate2	H5M7NDRX2	ILLUMINA	1	11048	s0052-11048-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11048_S3_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11048_S3_L001_R2_001.fastq.gz	81177.754	89072.315
s0052	2	Plate2	H5M7NDRX2	ILLUMINA	2	11048	s0052-11048-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11048_S3_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11048_S3_L002_R2_001.fastq.gz	82586.5	90845.272
s0053	1	Plate2	H5M7NDRX2	ILLUMINA	1	11049	s0053-11049-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11049_S4_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11049_S4_L001_R2_001.fastq.gz	81884.018	88554.908
s0053	2	Plate2	H5M7NDRX2	ILLUMINA	2	11049	s0053-11049-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11049_S4_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11049_S4_L002_R2_001.fastq.gz	83364.115	90365.101
s0053	3	Plate3	HJWC3DSX5	ILLUMINA	3	11049	s0053-11049-Plate3	data/YEWA_redo_Novoseq_01032023/11049_S213_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/11049_S213_L003_R2_001.fastq.gz	1456787.029	1511933.905
s0054	1	Plate2	H5M7NDRX2	ILLUMINA	1	11050	s0054-11050-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11050_S5_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11050_S5_L001_R2_001.fastq.gz	84298.235	91099.856
s0054	2	Plate2	H5M7NDRX2	ILLUMINA	2	11050	s0054-11050-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11050_S5_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11050_S5_L002_R2_001.fastq.gz	85877.441	93022.131
s0055	1	Plate2	H5M7NDRX2	ILLUMINA	1	11051	s0055-11051-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11051_S6_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11051_S6_L001_R2_001.fastq.gz	80547.195	85832.323
s0055	2	Plate2	H5M7NDRX2	ILLUMINA	2	11051	s0055-11051-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11051_S6_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11051_S6_L002_R2_001.fastq.gz	81669.919	87140.994
s0056	1	Plate2	H5M7NDRX2	ILLUMINA	1	11052	s0056-11052-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11052_S7_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/11052_S7_L001_R2_001.fastq.gz	109921.88	118702.321
