path	kb
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G06_S78_R2_001.fastq.gz	1146574.3
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G07_S79_R1_001.fastq.gz	1058635.9
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G07_S79_R2_001.fastq.gz	1204954.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G08_S80_R1_001.fastq.gz	1158330.6
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G08_S80_R2_001.fastq.gz	1294190.9
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G09_S81_R1_001.fastq.gz	2537962.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G09_S81_R2_001.fastq.gz	2869045.5
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G10_S82_R1_001.fastq.gz	3019329.7
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G10_S82_R2_001.fastq.gz	3406500.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G11_S83_R1_001.fastq.gz	1482409.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G11_S83_R2_001.fastq.gz	1678407.0
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G12_S84_R1_001.fastq.gz	2178314.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_G12_S84_R2_001.fastq.gz	2548601.2
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H01_S85_R1_001.fastq.gz	872119.8
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H01_S85_R2_001.fastq.gz	954925.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H02_S86_R1_001.fastq.gz	930831.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H02_S86_R2_001.fastq.gz	1013513.3
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H03_S87_R1_001.fastq.gz	1213307.8
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H03_S87_R2_001.fastq.gz	1274521.3
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H04_S88_R1_001.fastq.gz	1085496.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H04_S88_R2_001.fastq.gz	1145547.6
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H05_S89_R1_001.fastq.gz	1341616.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H05_S89_R2_001.fastq.gz	1587502.0
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H06_S90_R1_001.fastq.gz	1357663.6
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H06_S90_R2_001.fastq.gz	1534856.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H07_S91_R1_001.fastq.gz	1162524.2
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H07_S91_R2_001.fastq.gz	1336223.6
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H08_S92_R1_001.fastq.gz	1099383.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H08_S92_R2_001.fastq.gz	1260986.4
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H09_S93_R1_001.fastq.gz	1110337.3
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H09_S93_R2_001.fastq.gz	1266630.9
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H10_S94_R1_001.fastq.gz	1351472.7
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H10_S94_R2_001.fastq.gz	1520070.2
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H11_S95_R1_001.fastq.gz	1164783.1
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H11_S95_R2_001.fastq.gz	1353126.3
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H12_S96_R1_001.fastq.gz	1626902.9
data/chinook_WGS_Berkeley_raw/DPCh_plate1_H12_S96_R2_001.fastq.gz	1905887.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A01_S97_R1_001.fastq.gz	1194508.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A01_S97_R2_001.fastq.gz	1401935.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A02_S98_R1_001.fastq.gz	976130.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A02_S98_R2_001.fastq.gz	1148721.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A03_S99_R1_001.fastq.gz	1381813.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A03_S99_R2_001.fastq.gz	1624618.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A04_S100_R1_001.fastq.gz	963573.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A04_S100_R2_001.fastq.gz	1092942.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A05_S101_R1_001.fastq.gz	768678.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A05_S101_R2_001.fastq.gz	864571.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A06_S102_R1_001.fastq.gz	1144046.8
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A06_S102_R2_001.fastq.gz	1342536.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A07_S103_R1_001.fastq.gz	1302388.8
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A07_S103_R2_001.fastq.gz	1523035.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A08_S104_R1_001.fastq.gz	473346.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_A08_S104_R2_001.fastq.gz	555158.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B01_S105_R1_001.fastq.gz	1374523.8
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B01_S105_R2_001.fastq.gz	1621877.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B02_S106_R1_001.fastq.gz	1721909.2
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B02_S106_R2_001.fastq.gz	1997276.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B03_S107_R1_001.fastq.gz	1053899.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B03_S107_R2_001.fastq.gz	1230267.2
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B04_S108_R1_001.fastq.gz	552737.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B04_S108_R2_001.fastq.gz	632818.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B05_S109_R1_001.fastq.gz	1438910.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B05_S109_R2_001.fastq.gz	1690468.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B06_S110_R1_001.fastq.gz	1494649.2
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B06_S110_R2_001.fastq.gz	1765013.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B07_S111_R1_001.fastq.gz	1069404.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B07_S111_R2_001.fastq.gz	1214076.8
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B08_S112_R1_001.fastq.gz	807841.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_B08_S112_R2_001.fastq.gz	953503.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C01_S113_R1_001.fastq.gz	1096779.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C01_S113_R2_001.fastq.gz	1263813.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C02_S114_R1_001.fastq.gz	1092341.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C02_S114_R2_001.fastq.gz	1290414.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C03_S115_R1_001.fastq.gz	1230535.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C03_S115_R2_001.fastq.gz	1466570.2
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C04_S116_R1_001.fastq.gz	1046749.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C04_S116_R2_001.fastq.gz	1197256.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C05_S117_R1_001.fastq.gz	926526.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C05_S117_R2_001.fastq.gz	1084875.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C06_S118_R1_001.fastq.gz	1586405.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C06_S118_R2_001.fastq.gz	1850326.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C07_S119_R1_001.fastq.gz	837071.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C07_S119_R2_001.fastq.gz	984219.8
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C08_S120_R1_001.fastq.gz	388235.4
data/chinook_WGS_Berkeley_raw/DPCh_plate2_C08_S120_R2_001.fastq.gz	448790.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D01_S121_R1_001.fastq.gz	1262471.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D01_S121_R2_001.fastq.gz	1460077.1
